,index,RA,e_RA_ICRS,DEC,e_DE_ICRS,MainID,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Dup,FG,e_FG,Gmag,e_Gmag,FBP,e_FBP,BPmag,e_BPmag,FRP,e_FRP,RPmag,e_RPmag,BP-RP,RV,e_RV,Teff,AG,E_BP-RP_,Rad,Lum,in_field,Weight
294,402,150.15001351235,0.3909,-54.77464398468,0.3889,5260177705937381632,-0.38,0.4552,-22.716,0.959,-11.352,0.86,1,13271.0,75.428,15.3811,0.0062,6995.1,18.416,15.7394,0.0029,11786.0,21.682,14.5835,0.002,1.1559,,,4964.7,,,,,IN,0
295,422,150.17504719687,0.0295,-54.77462040776,0.0273,5260177740297129600,0.0235,0.0332,-4.072,0.06,2.773,0.052,0,337720.0,121.68,11.867,0.0004,72161.0,229.5,13.2056,0.0035,417890.0,656.07,10.7093,0.0017,2.4964,42.08,0.46,3671.0,,,,,IN,0
296,324,150.18672094702,0.0825,-54.77452313229,0.0763,5260177637217918208,0.094,0.0951,-3.908,0.167,2.86,0.148,0,1963.9,1.9671,17.4556,0.0011,853.95,10.589,18.0228,0.0135,1722.6,10.535,16.6715,0.0066,1.3514,,,,,,,,IN,0
297,436,150.16851776049,0.0512,-54.77425868149,0.0498,5260177740287904000,0.0489,0.0616,-4.171,0.109,2.553,0.097,0,3764.4,2.7012,16.7491,0.0008,1735.5,17.17,17.2528,0.0107,3366.3,14.912,15.944,0.0048,1.3088,,,4797.79,,,,,IN,0
298,378,150.16831394357,0.1229,-54.77352975259,0.1234,5260177740287905280,0.1003,0.1495,-2.829,0.264,5.439,0.244,0,2251.4,5.1535,17.3072,0.0025,1539.1,481.34,17.3832,0.3395,,,,,,,,,,,,,IN,0
299,435,150.1704056659,0.1087,-54.77345881037,0.103,5260177740287909376,0.4462,0.125,-5.066,0.221,4.284,0.198,0,1174.4,1.3305,18.0139,0.0012,455.81,10.189,18.7044,0.0243,1240.3,11.109,17.0281,0.0097,1.6763,,,,,,,,IN,0
300,292,150.20378194563,0.0414,-54.77328006945,0.0399,5260177637218085120,1.3713,0.0487,-0.866,0.089,2.457,0.075,0,6499.2,4.8188,16.1562,0.0008,2578.7,8.8296,16.8229,0.0037,5687.4,11.351,15.3746,0.0022,1.4483,,,4536.78,0.4038,0.1885,0.67,0.173,IN,0
301,437,150.17495871721,0.1686,-54.77322824743,0.141,5260177740287917056,-0.1865,0.1817,-4.514,0.34,2.403,0.249,0,1189.6,1.8904,17.9998,0.0017,541.8,12.271,18.5168,0.0246,1394.4,27.204,16.9009,0.0212,1.6159,,,,,,,,IN,0
302,434,150.16910972419,0.0517,-54.77322703699,0.0503,5260177740287908608,0.2817,0.0609,-7.082,0.109,4.507,0.098,0,4579.2,3.5202,16.5364,0.0008,1168.6,14.02,17.6822,0.013,6032.4,58.977,15.3107,0.0106,2.3715,,,3537.25,,,,,IN,0
303,327,150.19189941282,0.1919,-54.77299521771,0.1792,5260177637208719744,0.7289,0.2198,-5.782,0.4,2.673,0.351,0,585.64,1.3533,18.7693,0.0025,274.36,6.499,19.2556,0.0257,644.14,9.2147,17.7395,0.0155,1.5161,,,,,,,,IN,0
304,287,150.19377023781,0.0517,-54.772821374,0.0436,5260177637218071680,0.5628,0.0544,-2.775,0.107,2.26,0.084,0,4817.9,2.8715,16.4812,0.0006,2342.3,16.731,16.9273,0.0078,3949.2,14.817,15.7706,0.0041,1.1567,,,4925.69,0.844,0.405,1.13,0.675,IN,0
305,432,150.16348683841,0.1649,-54.77278617982,0.1632,5260177740287899520,0.4092,0.201,-2.594,0.356,2.083,0.322,0,697.8,1.2681,18.579,0.002,193.46,5.5514,19.6349,0.0312,860.4,8.9943,17.4252,0.0113,2.2097,,,,,,,,IN,0
306,410,150.14704370863,0.051,-54.77245530083,0.0529,5260177770334717952,0.6626,0.0618,-4.547,0.107,6.032,0.105,0,4301.3,2.8532,16.6044,0.0007,2048.9,12.21,17.0726,0.0065,3281.0,15.233,15.9719,0.005,1.1007,,,4948.2,0.181,0.091,0.89,0.432,IN,0
307,389,150.13917981108,0.1447,-54.77244477346,0.1441,5260177770334713216,0.3099,0.1741,-7.273,0.301,4.124,0.272,0,696.85,1.1905,18.5805,0.0019,238.32,7.9661,19.4085,0.0363,730.46,7.9368,17.6029,0.0118,1.8056,,,,,,,,IN,0
308,404,150.14528456126,0.1284,-54.77232640892,0.1379,5260177774647603712,-0.3001,0.1598,-4.818,0.268,2.672,0.277,0,914.42,1.4005,18.2855,0.0017,,,,,,,,,,,,,,,,,IN,0
309,273,150.19878327331,0.1897,-54.77216490431,0.1911,5260177637208730496,0.1422,0.1885,-4.777,0.459,5.377,0.416,0,933.17,2.4946,18.2635,0.0029,,,,,,,,,,,,,,,,,IN,0
310,278,150.19821621168,0.0657,-54.77201503367,0.0589,5260177637208730624,0.3106,0.0639,-9.157,0.154,7.565,0.11,0,8740.9,11.023,15.8345,0.0014,3634.4,345.13,16.4503,0.1031,,,,,,,,,,,,,IN,0
311,316,150.19330148257,0.0225,-54.77196720898,0.0196,5260177637217920512,0.4059,0.0239,-7.206,0.048,4.27,0.037,0,28739.0,8.4408,14.5422,0.0003,16248.0,21.849,14.8244,0.0015,18526.0,17.328,14.0924,0.001,0.7319,,,5923.76,,,2.48,6.835,IN,0
312,401,150.1450259808,0.0983,-54.77189794849,0.098,5260177774656858240,0.227,0.1194,-4.592,0.205,2.398,0.192,0,1327.6,1.5907,17.8807,0.0013,789.74,24.741,18.1077,0.034,1474.8,37.579,16.8401,0.0277,1.2676,,,,,,,,IN,0
313,400,150.15090867524,0.2338,-54.77183597062,0.2678,5260177740297123584,-0.5565,0.3077,-3.285,0.524,3.148,0.497,0,1451.3,2.2247,17.784,0.0017,598.36,7.5245,18.409,0.0137,1426.5,9.038,16.8763,0.0069,1.5327,,,,,,,,IN,0
314,313,150.19801520455,0.0607,-54.77170770197,0.0567,5260177637217922688,0.1177,0.0676,-6.737,0.136,5.517,0.112,0,12671.0,21.014,15.4313,0.0018,5059.8,121.28,16.091,0.026,20002.0,328.17,14.0092,0.0178,2.0818,,,4357.52,,,,,IN,0
315,427,150.16993815408,0.152,-54.77156568516,0.1497,5260177740287914368,-0.1824,0.1814,-4.064,0.321,2.588,0.287,0,770.95,1.359,18.4708,0.0019,324.06,9.5704,19.0748,0.0321,785.58,14.35,17.5239,0.0198,1.5509,,,,,,,,IN,0
316,301,150.1801558715,0.0285,-54.77134873492,0.0289,5260177637217917952,0.5083,0.0335,-5.823,0.059,5.609,0.057,0,16116.0,6.0127,15.1702,0.0004,8366.6,13.031,15.545,0.0017,11413.0,17.043,14.6184,0.0016,0.9266,,,5296.38,,,1.91,2.581,IN,0
317,420,150.16351020804,0.1994,-54.7713364343,0.1937,5260177740297127936,-0.0189,0.2379,-5.299,0.423,3.258,0.38,0,934.79,1.8618,18.2616,0.0022,289.21,6.3918,19.1984,0.024,1182.7,8.9588,17.0797,0.0082,2.1186,,,,,,,,IN,0
318,418,150.13644770455,0.0596,-54.77101590005,0.059,5260177770334730368,0.3348,0.0704,-6.903,0.124,4.265,0.11,0,3383.8,2.5106,16.8649,0.0008,1511.2,14.059,17.4031,0.0101,2938.9,15.163,16.0915,0.0056,1.3116,,,4861.0,,,,,IN,0
319,455,150.17589018299,0.1024,-54.77095102131,0.0956,5260177839054201088,0.5204,0.1165,-4.269,0.208,4.252,0.181,0,1269.3,1.5219,17.9295,0.0013,431.29,9.489,18.7645,0.0239,1315.4,13.322,16.9643,0.011,1.8002,,,,,,,,IN,0
320,332,150.1654737835,0.195,-54.7708892516,0.1797,5260177735984159104,0.1673,0.2357,-4.245,0.393,2.715,0.346,0,512.72,1.2148,18.9137,0.0026,206.31,6.4179,19.5651,0.0338,501.68,8.8085,18.0109,0.0191,1.5542,,,,,,,,IN,0
321,340,150.15667501893,0.1314,-54.7706355915,0.1283,5260177740287894656,0.3145,0.1571,-4.318,0.292,2.804,0.255,0,962.68,1.6645,18.2297,0.0019,428.0,12.009,18.7728,0.0305,868.02,12.237,17.4156,0.0153,1.3572,,,,,,,,IN,0
322,390,150.13638547098,0.2074,-54.77049555014,0.1963,5260177774647593216,0.3457,0.2498,-4.144,0.42,2.036,0.361,0,474.68,1.1771,18.9974,0.0027,,,,,,,,,,,,,,,,,IN,0
323,440,150.17370895299,0.0873,-54.77022602125,0.0828,5260177740287921280,-0.1382,0.1022,-4.186,0.178,3.502,0.16,0,1549.2,1.9226,17.7131,0.0013,404.53,24.062,18.834,0.0646,1966.8,21.48,16.5275,0.0119,2.3065,,,,,,,,IN,0
324,449,150.17479010895,0.0697,-54.77007477438,0.0649,5260177843376347648,0.1756,0.08,-4.298,0.141,2.716,0.121,0,2461.8,2.239,17.2102,0.001,1096.1,16.611,17.7517,0.0165,2340.7,36.138,16.3385,0.0168,1.4132,,,,,,,,IN,0
325,424,150.15383735841,0.0332,-54.76997128823,0.0379,5260177735974987392,0.0484,0.0431,-4.159,0.073,2.632,0.066,0,10419.0,5.6037,15.6438,0.0006,4812.1,17.179,16.1455,0.0039,8822.2,39.534,14.898,0.0049,1.2476,,,4964.34,,,,,IN,0
326,291,150.2098293122,0.1704,-54.76995013927,0.1657,5260177667255515008,0.5166,0.2033,9.083,0.35,-0.763,0.315,0,551.24,1.1161,18.835,0.0022,213.69,8.0276,19.5269,0.0408,562.42,8.3488,17.8868,0.0161,1.6401,,,,,,,,IN,0
327,419,150.13860987257,0.1414,-54.76956906461,0.1427,5260177770334730496,0.1144,0.1747,-6.986,0.296,3.971,0.284,0,715.94,1.4073,18.5512,0.0021,282.57,10.012,19.2236,0.0385,799.62,9.8525,17.5047,0.0134,1.7189,,,,,,,,IN,0
328,441,150.15355177671,0.2148,-54.76953327498,0.2455,5260177740297125120,0.2884,0.2634,-4.039,0.545,2.945,0.481,0,696.08,4.3373,18.5817,0.0068,,,,,,,,,,,,,,,,,IN,0
329,408,150.14272983441,0.016,-54.76908635824,0.0159,5260177809016598144,0.0988,0.0191,-3.745,0.033,2.882,0.03,0,74200.0,70.028,13.5124,0.001,29071.0,73.977,14.1927,0.0028,68399.0,165.98,12.6743,0.0026,1.5184,,,4330.5,0.4687,0.2173,,,IN,0
330,281,150.21175893736,0.2469,-54.76882432382,0.2329,5260177598545204096,0.4364,0.2521,-2.188,0.566,-0.329,0.457,0,620.49,2.2663,18.7065,0.004,,,,,,,,,,,,,,,,,IN,0
331,306,150.19326896205,0.038,-54.76857733635,0.0334,5260177637217923584,0.7013,0.0406,-7.242,0.079,4.342,0.063,0,7925.3,5.1747,15.9408,0.0007,3960.4,11.115,16.357,0.003,5741.6,19.218,15.3643,0.0036,0.9927,,,5352.0,0.2287,0.109,0.95,0.662,IN,0
332,318,150.21105041001,0.0878,-54.76848117579,0.084,5260177602858189696,0.3535,0.1013,-5.638,0.18,4.194,0.158,0,1532.2,1.8387,17.7251,0.0013,657.56,15.009,18.3066,0.0248,1859.1,26.465,16.5887,0.0155,1.7179,,,,,,,,IN,0
333,304,150.21135726629,0.239,-54.76794005821,0.2312,5260177598536038144,0.4275,0.2878,-2.436,0.429,2.424,0.348,1,634.18,1.8458,18.6828,0.0032,131.73,30.685,20.0522,0.2529,890.85,23.744,17.3874,0.0289,2.6648,,,,,,,,IN,0
334,312,150.19028068945,0.0704,-54.76782961694,0.0674,5260177637217922560,0.0917,0.0791,-4.799,0.144,3.295,0.126,0,2243.2,1.8723,17.3112,0.0009,867.26,9.6069,18.006,0.012,2196.6,9.2477,16.4076,0.0046,1.5985,,,,,,,,IN,0
335,421,150.13707894482,0.1606,-54.76754940605,0.1618,5260177770334731392,0.1278,0.1987,-3.655,0.336,3.042,0.32,0,599.68,1.3768,18.7436,0.0025,262.62,7.2724,19.3031,0.0301,567.76,6.7044,17.8765,0.0128,1.4266,,,,,,,,IN,0
336,308,150.1948036163,0.1455,-54.76707446381,0.1415,5260177637217924736,0.2142,0.1571,-4.057,0.282,3.01,0.266,0,822.37,1.2547,18.4007,0.0017,292.03,5.6483,19.1878,0.021,854.29,6.6851,17.4329,0.0085,1.7549,,,,,,,,IN,0
337,279,150.21080574238,0.1564,-54.76698020962,0.1542,5260177671568493824,0.3736,0.1907,-6.806,0.33,8.353,0.276,0,660.4,1.2076,18.6389,0.002,224.24,7.8877,19.4746,0.0382,695.04,10.085,17.6569,0.0158,1.8177,,,,,,,,IN,0
338,443,150.17487170566,0.1516,-54.76685733363,0.1449,5260177843367144064,0.4566,0.1778,-2.207,0.311,4.69,0.273,0,648.81,1.2791,18.6581,0.0021,243.54,8.0404,19.385,0.0358,655.53,9.4193,17.7204,0.0156,1.6645,,,,,,,,IN,0
339,448,150.16963950067,0.0411,-54.7663706599,0.0371,5260177843376348032,0.1385,0.0474,-6.551,0.087,4.094,0.074,0,6696.9,4.1931,16.1237,0.0007,2776.9,9.6235,16.7425,0.0038,5809.1,13.991,15.3517,0.0026,1.3908,,,4742.0,,,,,IN,0
340,426,150.14167519187,0.3068,-54.76625147515,0.3194,5260177804694473856,-0.1461,0.3836,-3.386,0.659,3.28,0.617,0,527.14,1.5802,18.8835,0.0033,194.76,8.4097,19.6276,0.0469,575.77,11.244,17.8613,0.0212,1.7663,,,,,,,,IN,0
341,433,150.14877769797,0.161,-54.76610166475,0.1718,5260177809007373184,1.1779,0.2068,-5.719,0.344,1.72,0.306,0,684.28,1.659,18.6003,0.0026,371.68,14.421,18.926,0.0421,896.03,40.393,17.3811,0.0489,1.5448,,,,,,,,IN,0
342,423,150.14826390111,0.1852,-54.76576971506,0.2125,5260177809016603136,0.1246,0.2351,-6.686,0.415,3.516,0.388,0,575.82,3.3792,18.7876,0.0064,,,,,,,,,,,,,,,,,IN,0
343,447,150.17348372095,0.1778,-54.76565944007,0.1717,5260177843376348928,-0.2826,0.2062,-3.703,0.385,4.118,0.346,0,763.48,1.7986,18.4814,0.0026,331.33,9.0885,19.0508,0.0298,999.56,15.603,17.2624,0.0169,1.7884,,,,,,,,IN,0
344,307,150.18954964164,0.0201,-54.76528770176,0.0189,5260177637217924480,1.0395,0.0226,-11.581,0.04,9.0,0.035,1,28426.0,6.91,14.5541,0.0003,14501.0,18.111,14.9479,0.0014,20215.0,25.114,13.9977,0.0013,0.9501,,,5408.0,0.328,0.159,1.18,1.073,IN,0
345,444,150.169704212,0.1186,-54.76502790035,0.1133,5260177839058642432,0.2228,0.1377,-4.168,0.248,2.501,0.23,0,982.29,1.4191,18.2078,0.0016,399.7,6.8076,18.8471,0.0185,892.23,12.019,17.3857,0.0146,1.4613,,,,,,,,IN,0
